"","Word","Freq"
"rhymes","rhymes",36
"unfold","unfold",36
"especially","especially",36
"running","running",36
"save","save",36
"trick","trick",36
"twist","twist",36
"computer","computer",36
"faisceau","faisceau",36
"lumieres","lumieres",36
"sur","sur",36
"problems","problems",36
"sunlight","sunlight",36
"attention","attention",36
"chase","chase",36
"blowin","blowin",36
"chose","chose",36
"happy","happy",36
"technotronic","technotronic",36
"confused","confused",36
"falter","falter",36
"smooth","smooth",36
"enter","enter",36
"backseat","backseat",36
"provide","provide",36
"bye","bye",36
"bow","bow",35
"bury","bury",35
"hours","hours",35
"build","build",35
"borrowed","borrowed",35
"nore","nore",35
"rainy","rainy",35
"sorrow","sorrow",35
"thriving","thriving",35
"weed","weed",35
"vibe","vibe",35
"aboard","aboard",35
"charm","charm",35
"job","job",35
"lyrics","lyrics",34
"war","war",34
"tells","tells",34
"rough","rough",34
"become","become",34
"hole","hole",34
"hustle","hustle",34
"jolly","jolly",34
"melancholy","melancholy",34
"salsa","salsa",34
"stops","stops",34
"feat","feat",34
"trees","trees",34
"ascending","ascending",34
"brightly","brightly",34
"revolving","revolving",34
"shall","shall",34
"van","van",34
"voovavoolie","voovavoolie",34
"torn","torn",34
"hat","hat",34
"whoever","whoever",34
"laughing","laughing",34
"grow","grow",33
"fool","fool",33
"thinkin","thinkin",33
"bought","bought",33
"room","room",33
"amen","amen",33
"weather","weather",33
"deceiving","deceiving",33
"losing","losing",33
"met","met",33
"year","year",33
"evening","evening",33
