,Date,Blues,Rock,Pop,HipHop,R&B,Country,Folk,Reggae,Electro,Religous
0,1958-08-04,13,19,21,2,6,15,3,1,0,0
1,1958-08-11,13,18,16,2,6,20,3,0,2,0
2,1958-08-18,15,14,15,1,6,16,2,0,1,0
3,1958-08-25,13,15,17,2,5,18,2,0,1,0
4,1958-09-01,11,17,20,2,5,17,2,0,1,0
5,1958-09-08,12,16,17,2,5,22,2,0,1,0
6,1958-09-15,10,18,16,2,7,20,3,0,1,0
7,1958-09-22,11,18,17,2,6,18,2,0,1,0
8,1958-09-29,10,15,21,3,4,16,3,0,0,0
9,1958-10-06,8,16,22,3,5,14,3,0,0,0
10,1958-10-13,8,14,24,4,3,15,3,0,0,0
11,1958-10-20,10,13,22,3,3,17,3,0,0,0
12,1958-10-27,11,13,25,3,2,14,3,0,0,0
13,1958-11-03,13,14,23,3,3,13,3,0,0,0
14,1958-11-10,12,16,22,3,3,14,3,0,0,0
15,1958-11-17,11,19,23,2,4,11,3,0,0,0
16,1958-11-24,13,17,19,3,4,13,2,0,0,0
17,1958-12-01,11,19,21,2,3,12,2,0,0,0
18,1958-12-08,12,20,18,1,5,12,2,0,0,0
19,1958-12-15,12,22,19,2,5,12,2,0,0,0
20,1958-12-22,11,18,18,3,7,14,2,0,0,0
21,1958-12-29,10,20,19,3,6,14,3,0,0,0
22,1959-01-05,11,17,22,3,6,15,1,0,0,1
23,1959-01-12,10,16,20,3,5,15,2,0,0,1
24,1959-01-19,9,17,20,5,5,15,3,0,0,1
25,1959-01-26,11,15,22,6,5,15,3,0,0,1
26,1959-02-02,11,16,22,5,5,13,3,0,0,1
27,1959-02-09,10,16,21,5,6,13,4,0,0,1
28,1959-02-16,8,18,23,6,6,12,4,0,0,1
29,1959-02-23,9,17,24,6,7,13,3,0,0,1
30,1959-03-02,11,19,22,6,7,12,3,0,0,1
31,1959-03-09,11,22,23,5,7,11,3,0,0,1
32,1959-03-16,10,24,24,4,6,11,2,0,0,1
33,1959-03-23,12,22,20,6,7,9,4,0,0,1
34,1959-03-30,10,21,23,6,6,11,3,0,0,1
35,1959-04-06,10,22,22,7,7,10,3,0,0,1
36,1959-04-13,9,20,20,7,7,9,3,0,0,2
37,1959-04-20,11,19,21,8,6,9,3,0,0,1
38,1959-04-27,9,17,19,5,8,12,3,0,0,2
39,1959-05-04,8,16,21,3,6,14,2,0,0,2
40,1959-05-11,9,21,19,4,6,12,2,0,0,1
41,1959-05-18,9,22,19,3,5,12,2,1,0,1
42,1959-05-25,9,21,18,3,5,11,2,1,0,1
43,1959-06-01,13,16,17,3,5,13,1,0,0,1
44,1959-06-08,13,17,18,3,6,11,1,0,0,1
45,1959-06-15,12,18,18,2,6,11,2,0,0,1
46,1959-06-22,12,18,18,1,6,9,2,1,0,1
47,1959-06-29,12,17,19,2,5,9,2,1,0,0
48,1959-07-06,12,16,18,2,5,9,2,1,0,1
49,1959-07-13,12,17,15,1,5,11,3,1,0,1
50,1959-07-20,12,17,15,2,5,12,3,1,0,1
51,1959-07-27,12,16,14,2,5,13,3,1,1,1
52,1959-08-03,12,15,13,2,6,16,2,1,1,1
53,1959-08-10,11,16,13,1,6,18,2,1,1,1
54,1959-08-17,9,15,14,1,7,20,2,1,1,1
55,1959-08-24,11,14,12,1,6,22,1,1,1,1
56,1959-08-31,9,15,13,1,5,21,0,1,1,1
57,1959-09-07,11,14,13,1,6,20,0,1,1,1
58,1959-09-14,11,13,15,1,6,20,1,1,1,1
59,1959-09-21,11,13,16,1,9,17,1,1,1,0
60,1959-09-28,12,9,17,1,11,17,1,1,1,0
61,1959-10-05,12,13,16,0,12,17,1,1,1,0
62,1959-10-12,12,14,17,1,12,17,1,0,1,0
63,1959-10-19,10,15,19,1,10,14,1,0,1,0
64,1959-10-26,9,15,19,1,11,12,1,0,1,2
65,1959-11-02,10,17,17,1,10,13,1,1,1,1
66,1959-11-09,11,15,14,2,11,14,1,1,1,2
67,1959-11-16,12,16,13,1,9,13,1,1,1,1
68,1959-11-23,13,18,16,0,7,11,1,1,1,1
69,1959-11-30,12,19,17,0,8,9,1,1,1,1
70,1959-12-07,15,17,17,0,7,8,1,0,1,1
71,1959-12-14,15,16,18,1,8,8,2,0,1,1
72,1959-12-21,15,18,21,1,7,8,0,0,1,1
73,1959-12-28,12,15,23,1,7,12,1,0,1,1
74,1960-01-04,10,17,19,1,9,16,1,0,1,1
75,1960-01-11,10,17,19,2,10,15,1,0,1,1
76,1960-01-18,8,18,17,2,8,18,1,0,2,1
77,1960-01-25,8,16,15,2,8,19,1,0,2,1
78,1960-02-01,9,20,15,2,7,17,1,0,2,1
79,1960-02-08,9,16,17,2,8,16,1,0,2,1
80,1960-02-15,8,17,16,1,7,16,1,0,1,1
81,1960-02-22,9,16,19,1,7,15,3,0,1,2
82,1960-02-29,8,17,19,1,7,15,2,0,2,1
83,1960-03-07,7,17,17,1,8,15,2,0,2,1
84,1960-03-14,9,16,15,1,7,17,2,0,3,1
85,1960-03-21,11,17,16,1,8,15,2,0,3,1
86,1960-03-28,11,14,17,2,7,18,2,0,3,1
87,1960-04-04,11,15,20,2,8,16,2,1,2,1
88,1960-04-11,12,13,20,2,7,17,2,1,2,1
89,1960-04-18,11,12,20,2,8,18,2,1,2,1
90,1960-04-25,11,15,20,2,8,18,2,1,2,1
91,1960-05-02,13,17,19,2,8,17,2,1,2,1
92,1960-05-09,12,18,20,2,10,17,1,1,1,1
93,1960-05-16,12,18,17,3,11,16,1,1,0,0
94,1960-05-23,14,19,19,3,9,13,1,1,0,0
95,1960-05-30,15,20,19,3,8,13,1,1,0,0
96,1960-06-06,14,19,21,3,8,12,0,1,0,1
97,1960-06-13,14,17,21,3,6,12,0,1,0,1
98,1960-06-20,13,16,22,2,4,12,1,1,0,1
99,1960-06-27,16,18,19,2,6,12,1,1,0,1
100,1960-07-04,13,19,20,2,4,14,1,1,0,1
101,1960-07-11,15,18,21,1,4,13,1,1,0,1
102,1960-07-18,14,20,20,1,4,15,1,0,0,1
103,1960-07-25,11,20,19,2,4,18,1,0,0,1
104,1960-08-01,12,20,19,3,5,15,1,0,0,0
105,1960-08-08,11,20,25,3,5,14,1,0,0,0
106,1960-08-15,12,20,23,1,5,10,1,0,0,1
107,1960-08-22,9,19,24,1,4,13,1,0,0,1
108,1960-08-29,7,19,26,1,6,10,0,0,0,1
109,1960-09-05,9,21,25,1,7,11,0,0,0,1
110,1960-09-12,9,23,22,1,7,12,0,0,0,1
111,1960-09-19,10,26,21,1,6,12,0,0,0,1
112,1960-09-26,12,24,21,1,6,14,0,0,0,1
113,1960-10-03,13,24,20,0,6,13,0,0,0,1
114,1960-10-10,16,26,19,0,4,10,1,0,0,1
115,1960-10-17,15,26,19,1,4,10,1,0,0,1
116,1960-10-24,12,24,19,2,5,10,1,0,0,1
117,1960-10-31,12,24,17,1,3,12,1,0,0,1
118,1960-11-07,14,20,19,1,3,12,1,0,0,1
119,1960-11-14,15,20,19,0,4,14,0,0,0,1
120,1960-11-21,16,17,15,0,6,15,0,0,0,0
121,1960-11-28,16,19,17,0,6,13,0,0,0,0
122,1960-12-05,15,18,16,0,7,15,0,0,0,0
123,1960-12-12,13,17,18,0,8,14,0,0,0,0
124,1960-12-19,12,18,17,0,7,15,1,0,1,0
125,1960-12-26,14,17,19,0,4,14,1,0,1,1
126,1961-01-02,16,19,13,0,5,14,1,0,1,1
127,1961-01-09,19,16,11,1,5,15,1,0,0,0
128,1961-01-16,20,16,14,0,6,11,1,0,0,0
129,1961-01-23,21,18,15,0,7,9,1,0,0,0
130,1961-01-30,22,17,15,0,8,12,1,0,0,0
131,1961-02-06,22,15,15,0,7,12,0,0,0,0
132,1961-02-13,21,15,16,0,7,13,0,0,0,0
133,1961-02-20,19,15,16,0,7,11,0,0,1,0
134,1961-02-27,18,15,18,0,7,11,0,0,1,1
135,1961-03-06,18,15,15,0,9,11,0,0,1,0
136,1961-03-13,19,13,17,0,8,9,0,0,1,0
137,1961-03-20,16,17,17,0,9,8,0,0,1,0
138,1961-03-27,15,16,17,0,8,10,0,0,1,0
139,1961-04-03,15,18,14,0,10,10,0,0,1,0
140,1961-04-10,14,17,14,0,10,14,0,0,1,0
141,1961-04-17,15,18,14,0,9,13,0,0,1,0
142,1961-04-24,16,17,15,0,9,8,1,0,1,0
143,1961-05-01,13,20,17,0,8,7,1,0,0,0
144,1961-05-08,14,19,18,0,7,7,1,0,0,0
145,1961-05-15,11,19,18,0,9,3,0,0,0,0
146,1961-05-22,14,20,16,0,9,3,0,0,0,0
147,1961-05-29,16,18,17,1,10,6,0,0,0,0
148,1961-06-05,15,20,17,1,9,7,0,0,0,0
149,1961-06-12,19,19,16,0,7,7,0,0,0,0
150,1961-06-19,14,20,15,0,7,8,0,0,0,0
151,1961-06-26,17,17,14,0,7,7,0,0,0,0
152,1961-07-03,15,18,12,0,6,7,0,1,0,0
153,1961-07-10,16,17,10,0,5,8,0,1,0,0
154,1961-07-17,17,18,10,1,4,10,0,1,0,0
155,1961-07-24,16,20,9,1,3,10,0,1,0,0
156,1961-07-31,16,19,8,1,5,8,0,1,0,0
157,1961-08-07,18,15,11,1,5,7,0,1,0,0
158,1961-08-14,18,15,11,1,4,9,0,1,0,0
159,1961-08-21,15,15,13,1,5,10,0,1,0,0
160,1961-08-28,12,14,16,2,6,11,0,1,0,0
161,1961-09-04,11,14,16,2,6,11,0,1,0,0
162,1961-09-11,12,10,17,2,6,12,0,1,0,0
163,1961-09-18,14,12,14,2,5,9,0,1,0,0
164,1961-09-25,13,13,21,1,3,8,0,0,0,0
165,1961-10-02,14,17,22,0,3,8,0,0,0,0
166,1961-10-09,16,19,21,0,4,7,0,0,0,0
167,1961-10-16,19,22,19,0,3,9,0,0,0,0
168,1961-10-23,20,20,17,0,4,10,0,0,0,0
169,1961-10-30,18,21,17,0,4,12,0,0,0,0
170,1961-11-06,20,20,18,1,4,11,0,0,0,0
171,1961-11-13,20,20,19,0,4,12,0,0,0,0
172,1961-11-20,18,21,21,1,4,12,0,0,0,0
173,1961-11-27,18,17,22,1,6,11,0,0,0,0
174,1961-12-04,17,17,21,0,6,16,0,0,0,0
175,1961-12-11,14,20,20,0,6,18,0,0,0,0
176,1961-12-18,16,18,20,0,8,15,0,0,0,0
177,1961-12-25,14,18,23,0,7,12,0,0,0,0
178,1962-01-01,12,18,22,0,5,15,0,0,0,0
179,1962-01-08,12,18,19,0,9,14,1,0,0,0
180,1962-01-15,13,19,17,0,10,14,2,0,0,0
181,1962-01-22,15,17,16,0,9,13,3,0,0,0
182,1962-01-29,19,16,14,0,10,11,3,0,1,0
183,1962-02-05,21,11,16,0,11,12,3,1,0,0
184,1962-02-12,17,17,15,1,12,12,3,1,0,0
185,1962-02-19,17,17,16,1,10,11,2,1,0,0
186,1962-02-26,15,22,12,0,9,11,2,1,0,0
187,1962-03-05,14,24,13,0,6,12,2,1,0,0
188,1962-03-12,9,23,11,3,4,14,3,1,0,0
189,1962-03-19,10,23,13,2,7,9,2,1,0,0
190,1962-03-26,12,21,13,3,8,9,2,1,0,0
191,1962-04-02,8,20,13,3,8,11,2,1,0,0
192,1962-04-09,9,19,12,3,10,9,2,1,0,0
193,1962-04-16,10,20,14,3,9,8,2,1,0,0
194,1962-04-23,8,23,14,3,9,8,2,1,0,0
195,1962-04-30,8,21,15,3,10,9,2,1,0,0
196,1962-05-07,9,20,15,4,11,9,1,0,0,0
197,1962-05-14,8,20,16,4,10,7,3,0,0,0
198,1962-05-21,9,19,17,5,9,9,0,0,1,0
199,1962-05-28,11,19,17,5,10,9,1,0,1,0
200,1962-06-04,10,17,18,4,10,8,1,0,1,0
201,1962-06-11,13,14,15,4,10,9,1,0,1,0
202,1962-06-18,17,12,15,3,9,9,1,0,1,0
203,1962-06-25,17,12,14,4,11,10,0,0,1,0
204,1962-07-02,18,11,15,4,10,9,1,0,1,0
205,1962-07-09,17,12,15,4,8,10,1,0,1,0
206,1962-07-16,19,12,15,5,5,9,1,0,1,0
207,1962-07-23,18,13,12,5,7,9,1,0,1,0
208,1962-07-30,15,14,12,5,6,8,1,0,1,0
209,1962-08-06,17,14,12,4,6,9,1,0,1,0
210,1962-08-13,16,15,13,4,7,5,1,0,1,1
211,1962-08-20,19,13,15,3,5,6,1,0,0,1
212,1962-08-27,20,12,16,3,7,7,1,0,0,1
213,1962-09-03,20,14,16,3,5,8,1,0,0,1
214,1962-09-10,16,15,15,4,8,7,1,0,0,1
215,1962-09-17,17,19,17,3,6,8,1,0,0,1
216,1962-09-24,17,19,16,3,8,9,1,0,0,1
217,1962-10-01,14,21,16,3,6,9,1,0,0,1
218,1962-10-08,15,22,19,2,5,12,0,0,0,0
219,1962-10-15,14,22,16,2,5,12,0,0,1,0
220,1962-10-22,16,21,14,2,4,13,1,1,0,0
221,1962-10-29,15,19,17,1,3,12,1,1,0,0
222,1962-11-05,16,20,17,1,4,12,1,1,0,0
223,1962-11-12,15,20,16,1,7,10,1,0,0,0
224,1962-11-19,16,20,17,1,7,10,1,0,0,0
225,1962-11-26,18,19,15,1,8,11,1,0,0,0
226,1962-12-03,14,18,16,1,10,10,0,0,0,0
227,1962-12-10,14,18,18,1,8,10,1,0,0,0
228,1962-12-17,16,21,17,0,7,13,1,0,0,0
229,1962-12-24,17,19,15,1,6,12,1,1,0,1
230,1962-12-31,19,17,14,1,6,9,2,1,0,0
231,1963-01-07,21,15,12,1,7,7,2,1,0,0
232,1963-01-14,20,17,16,1,5,7,4,1,0,0
233,1963-01-21,17,16,17,1,5,8,5,1,0,0
234,1963-01-28,17,15,17,1,6,8,5,1,0,0
235,1963-02-04,18,17,18,1,6,6,4,1,0,0
236,1963-02-11,19,21,17,1,6,5,3,1,0,0
237,1963-02-18,16,22,18,0,7,4,3,1,0,0
238,1963-02-25,16,22,20,0,6,4,3,1,0,0
239,1963-03-04,16,21,22,0,8,4,3,1,0,0
240,1963-03-11,16,20,18,0,8,6,3,2,0,0
241,1963-03-18,12,19,20,0,9,7,4,2,0,0
242,1963-03-25,12,18,20,0,8,5,4,2,0,1
243,1963-04-01,13,18,20,0,6,6,4,2,0,2
244,1963-04-08,13,17,20,0,7,6,3,1,0,1
245,1963-04-15,14,19,21,0,6,3,3,1,0,2
246,1963-04-22,13,18,25,0,4,4,3,1,0,2
247,1963-04-29,16,21,21,2,4,4,2,1,0,2
248,1963-05-06,15,20,24,2,5,4,2,1,0,2
249,1963-05-13,13,23,25,2,5,4,2,1,0,2
250,1963-05-20,16,23,22,2,8,3,2,0,0,2
251,1963-05-27,16,22,25,2,6,4,2,1,0,1
252,1963-06-03,16,22,23,1,5,5,2,1,0,1
253,1963-06-10,14,23,22,2,5,6,2,1,0,1
254,1963-06-17,13,18,24,2,6,7,1,1,0,1
255,1963-06-24,13,19,23,2,5,8,2,1,0,1
256,1963-07-01,15,19,22,1,5,7,2,1,0,1
257,1963-07-08,16,21,21,1,5,7,2,1,0,0
258,1963-07-15,18,20,20,1,4,7,2,1,0,1
259,1963-07-22,20,15,19,1,6,6,2,0,0,1
260,1963-07-29,21,16,19,1,5,6,3,0,0,1
261,1963-08-05,22,14,18,1,5,9,3,0,0,2
262,1963-08-12,24,16,16,2,6,5,3,0,0,2
263,1963-08-19,23,16,15,3,5,3,3,1,0,2
264,1963-08-26,22,15,14,2,6,3,3,1,0,2
265,1963-09-02,22,15,15,2,5,5,2,1,0,2
266,1963-09-09,17,17,12,1,6,5,2,1,0,2
267,1963-09-16,18,16,10,1,6,5,1,1,0,2
268,1963-09-23,19,17,9,1,5,4,1,0,0,1
269,1963-09-30,15,19,8,2,7,4,1,1,0,1
270,1963-10-07,15,18,10,2,8,10,1,1,0,0
271,1963-10-14,13,20,12,2,11,8,1,1,0,1
272,1963-10-21,14,19,11,2,11,8,2,1,0,1
273,1963-10-28,15,22,11,2,13,7,2,0,0,1
274,1963-11-04,15,19,11,3,11,9,3,0,0,1
275,1963-11-11,15,17,11,3,10,10,2,0,0,1
276,1963-11-18,16,16,13,3,9,7,4,0,0,1
277,1963-11-25,15,16,14,4,9,5,5,0,0,0
278,1963-12-02,15,15,16,4,8,5,4,0,0,0
279,1963-12-09,12,19,18,4,6,5,3,0,0,0
280,1963-12-16,12,17,19,3,7,5,3,0,0,0
281,1963-12-23,11,16,23,3,9,6,3,0,1,0
282,1963-12-30,12,17,19,3,10,5,3,0,1,0
283,1964-01-06,12,17,17,3,10,5,2,0,1,0
284,1964-01-13,10,16,20,3,9,6,2,0,2,0
285,1964-01-20,10,15,22,2,10,7,2,0,2,0
286,1964-01-27,12,20,23,2,8,5,1,0,2,0
287,1964-02-03,13,21,20,2,8,5,0,0,2,0
288,1964-02-10,12,25,16,2,7,7,0,0,1,0
289,1964-02-17,10,26,14,3,7,9,0,0,1,0
290,1964-02-24,11,27,13,2,8,7,1,0,1,0
291,1964-03-02,12,29,12,4,10,7,1,0,0,0
292,1964-03-09,12,28,13,4,11,7,1,0,0,0
293,1964-03-16,14,28,13,2,10,5,1,0,0,0
294,1964-03-23,15,28,14,2,12,5,1,0,1,0
295,1964-03-30,16,29,12,2,12,5,2,0,1,0
296,1964-04-06,14,34,12,2,11,2,2,0,1,0
297,1964-04-13,15,30,14,1,10,3,3,0,1,0
298,1964-04-20,13,30,14,1,10,3,3,0,1,0
299,1964-04-27,15,28,11,1,11,6,3,0,1,0
300,1964-05-04,11,27,14,1,15,6,3,0,1,0
301,1964-05-11,13,26,14,2,13,6,3,0,1,0
302,1964-05-18,14,26,14,1,13,5,4,0,1,0
303,1964-05-25,9,30,14,2,14,5,4,0,0,0
304,1964-06-01,13,27,14,1,16,5,3,0,0,0
305,1964-06-08,16,26,13,1,17,4,3,0,0,0
306,1964-06-15,15,24,12,1,16,5,4,0,0,0
307,1964-06-22,14,22,12,1,17,4,4,0,0,1
308,1964-06-29,14,20,11,0,17,5,4,0,0,1
309,1964-07-06,14,18,15,0,17,4,4,0,0,0
310,1964-07-13,16,19,17,0,16,4,2,0,0,0
311,1964-07-20,16,21,15,1,15,5,3,0,0,0
312,1964-07-27,13,25,17,1,14,3,3,0,0,0
313,1964-08-03,12,23,17,1,15,4,4,0,0,0
314,1964-08-10,13,25,15,1,14,5,3,0,0,0
315,1964-08-17,14,23,15,1,13,6,2,0,0,0
316,1964-08-24,15,28,15,0,10,6,3,0,0,0
317,1964-08-31,15,32,13,0,10,6,2,0,0,0
318,1964-09-07,13,31,14,1,12,5,3,0,0,0
319,1964-09-14,12,32,13,1,14,4,1,0,0,0
320,1964-09-21,14,26,16,1,15,4,1,0,0,0
321,1964-09-28,16,22,17,1,16,3,1,0,0,0
322,1964-10-05,16,22,16,2,17,3,1,0,0,0
323,1964-10-12,16,24,17,2,13,3,1,0,0,0
324,1964-10-19,17,22,18,2,12,4,1,0,0,0
325,1964-10-26,18,22,19,3,11,6,1,0,0,0
326,1964-11-02,18,24,15,3,14,6,1,0,0,0
327,1964-11-09,15,25,15,3,16,5,0,0,0,0
328,1964-11-16,13,25,14,3,14,7,0,0,0,0
329,1964-11-23,14,23,13,3,11,9,0,0,0,0
330,1964-11-30,9,25,15,3,10,9,0,0,0,0
331,1964-12-07,7,25,18,3,12,7,0,0,0,0
332,1964-12-14,10,23,18,1,15,7,0,0,0,0
333,1964-12-21,12,20,20,1,14,6,0,0,0,0
334,1964-12-28,12,21,18,2,14,6,1,0,0,0
335,1965-01-04,14,22,19,2,12,7,1,0,0,0
336,1965-01-11,18,22,16,2,12,5,1,0,0,0
337,1965-01-18,14,20,19,2,10,11,1,0,0,0
338,1965-01-25,17,18,19,1,9,9,1,0,0,0
339,1965-02-01,17,15,21,1,11,8,1,0,0,0
340,1965-02-08,18,15,20,1,9,13,1,0,0,0
341,1965-02-15,20,19,19,1,10,12,0,0,0,0
342,1965-02-22,19,24,14,1,11,8,0,0,0,0
343,1965-03-01,17,23,15,0,11,10,0,0,0,0
344,1965-03-08,13,25,17,0,10,11,1,0,0,0
345,1965-03-15,13,23,18,0,12,8,1,0,0,0
346,1965-03-22,13,22,19,2,10,7,1,0,0,0
347,1965-03-29,14,20,19,2,11,5,2,0,0,0
348,1965-04-05,13,18,22,2,11,5,2,0,0,0
349,1965-04-12,14,21,20,2,11,4,2,0,0,0
350,1965-04-19,12,24,18,2,13,3,3,0,0,0
351,1965-04-26,11,22,18,2,13,6,3,0,0,0
352,1965-05-03,11,23,19,2,11,7,2,0,0,0
353,1965-05-10,11,20,18,3,11,9,2,0,0,0
354,1965-05-17,11,20,20,2,10,9,2,0,0,0
355,1965-05-24,14,17,20,2,11,7,1,0,0,0
356,1965-05-31,16,16,21,3,9,9,1,0,0,1
357,1965-06-07,15,18,20,3,8,9,1,0,0,0
358,1965-06-14,16,19,20,3,9,7,0,0,0,0
359,1965-06-21,15,19,22,3,8,8,0,0,0,0
360,1965-06-28,15,22,20,3,9,6,1,0,0,0
361,1965-07-05,12,24,19,3,9,7,1,0,1,0
362,1965-07-12,15,22,20,3,11,5,2,0,1,0
363,1965-07-19,16,20,20,2,10,4,2,0,1,0
364,1965-07-26,17,19,18,1,12,4,2,0,1,0
365,1965-08-02,20,19,17,1,11,5,2,0,1,0
366,1965-08-09,21,24,15,2,9,4,1,0,1,0
367,1965-08-16,19,26,13,2,10,5,1,0,3,0
368,1965-08-23,19,24,14,2,9,8,0,0,4,0
369,1965-08-30,20,22,13,2,9,10,0,0,4,0
370,1965-09-06,21,21,14,2,9,10,1,0,4,0
371,1965-09-13,20,20,16,2,9,8,1,0,4,0
372,1965-09-20,19,22,14,4,8,7,1,0,4,0
373,1965-09-27,17,20,17,3,7,6,2,0,4,0
374,1965-10-04,14,23,17,3,8,7,2,0,5,0
375,1965-10-11,15,23,16,3,5,9,2,0,4,0
376,1965-10-18,12,25,13,4,7,8,2,0,6,0
377,1965-10-25,14,26,13,4,7,7,1,0,4,0
378,1965-11-01,16,25,14,3,8,7,1,0,4,0
379,1965-11-08,18,24,15,2,9,7,1,0,3,0
380,1965-11-15,18,21,17,3,10,7,1,0,3,0
381,1965-11-22,17,24,17,3,9,7,1,0,3,0
382,1965-11-29,21,22,16,3,11,6,1,0,2,0
383,1965-12-06,22,21,17,2,12,6,0,0,1,0
384,1965-12-13,21,24,16,1,11,8,1,0,1,0
385,1965-12-20,21,27,16,2,11,6,2,0,0,0
386,1965-12-27,24,28,13,2,10,4,2,0,0,0
387,1966-01-03,23,29,11,2,11,5,2,0,0,0
388,1966-01-10,19,32,10,2,11,6,2,0,0,0
389,1966-01-17,17,32,8,2,11,8,2,0,0,0
390,1966-01-24,16,29,8,0,10,9,2,0,1,0
391,1966-01-31,15,28,11,0,7,9,2,0,1,0
392,1966-02-07,16,30,11,1,6,8,2,0,1,0
393,1966-02-14,15,28,11,1,8,10,2,0,1,0
394,1966-02-21,14,27,11,1,10,7,3,0,1,0
395,1966-02-28,12,24,14,1,11,6,2,0,1,0
396,1966-03-07,14,24,14,1,11,6,2,0,1,0
397,1966-03-14,17,26,13,1,12,5,2,0,1,0
398,1966-03-21,18,24,13,1,13,5,2,0,0,0
399,1966-03-28,18,25,14,0,12,6,2,0,0,0
400,1966-04-04,23,25,12,0,10,8,2,0,0,0
401,1966-04-11,23,28,14,0,8,8,1,0,0,0
402,1966-04-18,20,31,14,0,8,6,1,0,0,0
403,1966-04-25,18,30,12,0,11,8,0,0,0,0
404,1966-05-02,15,26,13,1,11,8,0,0,0,0
405,1966-05-09,11,26,14,1,10,12,0,0,0,0
406,1966-05-16,11,27,14,1,10,10,1,0,0,0
407,1966-05-23,15,26,11,2,14,8,0,0,0,0
408,1966-05-30,11,28,12,2,14,9,0,0,1,0
409,1966-06-06,10,31,11,2,13,10,0,0,1,0
410,1966-06-13,10,30,12,2,14,9,1,0,1,0
411,1966-06-20,13,28,12,3,11,9,1,0,1,0
412,1966-06-27,14,31,13,3,9,4,0,0,1,0
413,1966-07-04,12,32,14,2,9,4,0,0,2,0
414,1966-07-11,15,30,16,2,7,4,0,0,1,0
415,1966-07-18,14,27,20,1,7,4,0,0,1,0
416,1966-07-25,16,27,16,3,7,6,0,0,1,0
417,1966-08-01,16,28,15,3,6,7,0,0,1,0
418,1966-08-08,17,31,14,2,6,7,0,0,0,0
419,1966-08-15,19,28,12,2,10,7,1,0,0,0
420,1966-08-22,19,27,13,2,8,6,1,0,0,0
421,1966-08-29,20,26,13,1,9,6,0,0,0,0
422,1966-09-05,18,25,13,2,10,5,1,0,0,1
423,1966-09-12,21,25,13,1,10,7,1,0,0,1
424,1966-09-19,20,24,14,1,8,6,2,1,0,1
425,1966-09-26,19,26,13,1,7,6,2,0,1,1
426,1966-10-03,16,30,13,1,9,7,1,0,1,1
427,1966-10-10,16,28,13,1,9,8,2,0,1,1
428,1966-10-17,21,29,13,1,8,5,2,0,1,1
429,1966-10-24,21,30,14,0,10,4,2,0,1,1
430,1966-10-31,21,28,13,1,10,5,2,0,1,1
431,1966-11-07,24,28,11,2,8,4,1,0,1,1
432,1966-11-14,21,28,11,2,9,5,1,0,1,1
433,1966-11-21,21,27,14,3,10,4,0,0,1,2
434,1966-11-28,21,28,14,3,14,4,0,0,0,2
435,1966-12-05,18,30,12,3,13,6,0,0,0,2
436,1966-12-12,17,35,11,2,12,6,1,0,0,1
437,1966-12-19,16,34,13,2,9,6,1,0,0,1
438,1966-12-26,17,28,14,2,11,5,1,0,0,1
439,1967-01-02,15,31,12,2,12,4,1,0,0,1
440,1967-01-09,16,30,12,2,11,5,1,0,1,1
441,1967-01-16,15,31,12,2,9,5,2,0,2,0
442,1967-01-23,14,27,12,2,10,7,2,0,2,1
443,1967-01-30,16,28,12,2,8,5,1,0,2,1
444,1967-02-06,17,27,12,3,9,6,1,0,2,1
445,1967-02-13,18,24,16,3,9,6,0,0,1,0
446,1967-02-20,16,25,15,2,12,7,0,0,1,0
447,1967-02-27,18,30,14,2,11,7,0,0,1,0
448,1967-03-06,19,31,16,2,11,6,0,0,1,0
449,1967-03-13,16,31,17,1,11,7,0,0,1,0
450,1967-03-20,13,31,16,1,12,7,0,0,1,1
451,1967-03-27,12,33,14,0,13,6,0,0,0,1
452,1967-04-03,16,32,14,0,13,4,0,0,0,1
453,1967-04-10,16,32,15,0,11,5,0,0,0,1
454,1967-04-17,20,27,14,0,10,5,0,1,0,1
455,1967-04-24,19,28,16,0,8,4,0,1,1,1
456,1967-05-01,18,23,16,1,11,5,1,1,1,1
457,1967-05-08,18,25,14,2,10,5,0,1,1,1
458,1967-05-15,19,24,16,3,8,4,0,1,1,1
459,1967-05-22,20,25,19,3,7,5,1,1,1,1
460,1967-05-29,20,23,18,4,8,5,1,1,0,1
461,1967-06-05,19,26,20,4,8,5,1,0,1,0
462,1967-06-12,20,22,17,4,12,6,1,0,1,0
463,1967-06-19,22,20,15,3,13,6,1,0,1,0
464,1967-06-26,19,22,15,3,13,6,1,0,0,1
465,1967-07-03,15,24,17,3,12,5,1,0,0,1
466,1967-07-10,15,24,19,4,12,4,1,0,0,1
467,1967-07-17,14,25,19,3,13,4,1,0,0,1
468,1967-07-24,16,26,17,2,14,4,1,1,0,1
469,1967-07-31,14,28,19,1,13,6,1,0,0,1
470,1967-08-07,15,27,17,2,13,6,1,0,1,1
471,1967-08-14,16,30,18,3,10,5,0,0,1,0
472,1967-08-21,13,31,16,4,9,4,1,0,1,0
473,1967-08-28,16,28,15,3,10,4,2,0,1,0
474,1967-09-04,17,29,16,4,9,3,1,0,1,0
475,1967-09-11,17,30,13,4,9,3,2,0,1,0
476,1967-09-18,19,28,12,3,8,4,2,0,1,0
477,1967-09-25,20,28,14,3,8,4,2,0,0,0
478,1967-10-02,22,20,16,3,8,4,1,0,0,0
479,1967-10-09,22,20,14,2,11,3,1,0,0,0
480,1967-10-16,20,19,16,3,11,3,1,0,0,0
